kind,version,month,product_key,account_key,vendor_key,units,unit_cost,amount
PLAN,FY26-BUDGET,2026-04,PANEL-A,7100,V004,775,55.0,42625.0
PLAN,FY26-BUDGET,2026-04,PANEL-A,7200,V005,775,13.48,10449.64
PLAN,FY26-BUDGET,2026-04,PANEL-A,7300,V006,775,6.0,4650.0
PLAN,FY26-BUDGET,2026-04,PANEL-B,7000,V003,295,255.42,75348.9
PLAN,FY26-BUDGET,2026-04,PANEL-B,7100,V004,295,62.0,18290.0
PLAN,FY26-BUDGET,2026-04,PANEL-B,7200,V005,295,15.41,4545.83
PLAN,FY26-BUDGET,2026-04,PANEL-B,7300,V006,295,7.0,2065.0
PLAN,FY26-BUDGET,2026-04,DRIVE,7000,V003,210,300.97,63203.7
PLAN,FY26-BUDGET,2026-04,DRIVE,7100,V004,210,70.0,14700.0
PLAN,FY26-BUDGET,2026-04,DRIVE,7200,V005,210,17.34,3640.52
PLAN,FY26-BUDGET,2026-04,DRIVE,7300,V006,210,8.0,1680.0
PLAN,FY26-BUDGET,2026-04,EDGE,7000,V003,49,179.31,8786.19
PLAN,FY26-BUDGET,2026-04,EDGE,7100,V004,49,48.0,2352.0
PLAN,FY26-BUDGET,2026-04,EDGE,7200,V005,49,11.56,566.3
PLAN,FY26-BUDGET,2026-04,EDGE,7300,V006,49,5.0,245.0
PLAN,FY26-BUDGET,2026-05,PANEL-A,7000,V003,800,217.37,173896.0
PLAN,FY26-BUDGET,2026-05,PANEL-A,7100,V004,800,55.0,44000.0
PLAN,FY26-BUDGET,2026-05,PANEL-A,7200,V005,800,13.79,11033.12
PLAN,FY26-BUDGET,2026-05,PANEL-A,7300,V006,800,6.0,4800.0
PLAN,FY26-BUDGET,2026-05,PANEL-B,7000,V003,310,262.11,81254.1
PLAN,FY26-BUDGET,2026-05,PANEL-B,7100,V004,310,62.0,19220.0
PLAN,FY26-BUDGET,2026-05,PANEL-B,7200,V005,310,15.76,4886.1
PLAN,FY26-BUDGET,2026-05,PANEL-B,7300,V006,310,7.0,2170.0
PLAN,FY26-BUDGET,2026-05,DRIVE,7000,V003,220,304.07,66895.4
PLAN,FY26-BUDGET,2026-05,DRIVE,7100,V004,220,70.0,15400.0
PLAN,FY26-BUDGET,2026-05,DRIVE,7200,V005,220,17.73,3901.0
PLAN,FY26-BUDGET,2026-05,DRIVE,7300,V006,220,8.0,1760.0
PLAN,FY26-BUDGET,2026-05,EDGE,7000,V003,52,179.87,9353.24
PLAN,FY26-BUDGET,2026-05,EDGE,7100,V004,52,48.0,2496.0
PLAN,FY26-BUDGET,2026-05,EDGE,7200,V005,52,11.82,614.7
PLAN,FY26-BUDGET,2026-05,EDGE,7300,V006,52,5.0,260.0
PLAN,FY26-BUDGET,2026-06,PANEL-A,7000,V003,825,220.2,181665.0
PLAN,FY26-BUDGET,2026-06,PANEL-A,7100,V004,825,55.0,45375.0
PLAN,FY26-BUDGET,2026-06,PANEL-A,7200,V005,825,14.1,11630.85
PLAN,FY26-BUDGET,2026-06,PANEL-A,7300,V006,825,6.0,4950.0
PLAN,FY26-BUDGET,2026-06,PANEL-B,7000,V003,325,254.83,82819.75
PLAN,FY26-BUDGET,2026-06,PANEL-B,7100,V004,325,62.0,20150.0
PLAN,FY26-BUDGET,2026-06,PANEL-B,7200,V005,325,16.11,5236.4
PLAN,FY26-BUDGET,2026-06,PANEL-B,7300,V006,325,7.0,2275.0
PLAN,FY26-BUDGET,2026-06,DRIVE,7000,V003,230,299.34,68848.2
PLAN,FY26-BUDGET,2026-06,DRIVE,7100,V004,230,70.0,16100.0
PLAN,FY26-BUDGET,2026-06,DRIVE,7200,V005,230,18.13,4168.98
PLAN,FY26-BUDGET,2026-06,DRIVE,7300,V006,230,8.0,1840.0
PLAN,FY26-BUDGET,2026-06,EDGE,7000,V003,55,180.64,9935.2
PLAN,FY26-BUDGET,2026-06,EDGE,7100,V004,55,48.0,2640.0
PLAN,FY26-BUDGET,2026-06,EDGE,7200,V005,55,12.08,664.62
PLAN,FY26-BUDGET,2026-06,EDGE,7300,V006,55,5.0,275.0
PLAN,FY26-BUDGET,2026-07,PANEL-A,7000,V003,850,219.28,186388.0
PLAN,FY26-BUDGET,2026-07,PANEL-A,7100,V004,850,55.0,46750.0
PLAN,FY26-BUDGET,2026-07,PANEL-A,7200,V005,850,15.08,12822.25
PLAN,FY26-BUDGET,2026-07,PANEL-A,7300,V006,850,6.0,5100.0
PLAN,FY26-BUDGET,2026-07,PANEL-B,7000,V003,340,258.98,88053.2
PLAN,FY26-BUDGET,2026-07,PANEL-B,7100,V004,340,62.0,21080.0
PLAN,FY26-BUDGET,2026-07,PANEL-B,7200,V005,340,17.24,5861.6
PLAN,FY26-BUDGET,2026-07,PANEL-B,7300,V006,340,7.0,2380.0
PLAN,FY26-BUDGET,2026-07,DRIVE,7000,V003,240,295.61,70946.4
PLAN,FY26-BUDGET,2026-07,DRIVE,7100,V004,240,70.0,16800.0
PLAN,FY26-BUDGET,2026-07,DRIVE,7200,V005,240,19.39,4654.8
PLAN,FY26-BUDGET,2026-07,DRIVE,7300,V006,240,8.0,1920.0
PLAN,FY26-BUDGET,2026-07,EDGE,7000,V003,58,180.53,10470.74
PLAN,FY26-BUDGET,2026-07,EDGE,7100,V004,58,48.0,2784.0
PLAN,FY26-BUDGET,2026-07,EDGE,7200,V005,58,12.93,749.94
PLAN,FY26-BUDGET,2026-07,EDGE,7300,V006,58,5.0,290.0
PLAN,FY26-BUDGET,2026-08,PANEL-A,7000,V003,875,220.57,192998.75
PLAN,FY26-BUDGET,2026-08,PANEL-A,7100,V004,875,55.0,48125.0
PLAN,FY26-BUDGET,2026-08,PANEL-A,7200,V005,875,16.11,14098.52
PLAN,FY26-BUDGET,2026-08,PANEL-A,7300,V006,875,6.0,5250.0
PLAN,FY26-BUDGET,2026-08,PANEL-B,7000,V003,355,259.81,92232.55
PLAN,FY26-BUDGET,2026-08,PANEL-B,7100,V004,355,62.0,22010.0
PLAN,FY26-BUDGET,2026-08,PANEL-B,7200,V005,355,18.41,6537.11
PLAN,FY26-BUDGET,2026-08,PANEL-B,7300,V006,355,7.0,2485.0
PLAN,FY26-BUDGET,2026-08,DRIVE,7000,V003,250,294.24,73560.0
PLAN,FY26-BUDGET,2026-08,DRIVE,7100,V004,250,70.0,17500.0
PLAN,FY26-BUDGET,2026-08,DRIVE,7200,V005,250,20.72,5179.05
PLAN,FY26-BUDGET,2026-08,DRIVE,7300,V006,250,8.0,2000.0
PLAN,FY26-BUDGET,2026-08,EDGE,7000,V003,61,179.95,10976.95
PLAN,FY26-BUDGET,2026-08,EDGE,7100,V004,61,48.0,2928.0
PLAN,FY26-BUDGET,2026-08,EDGE,7200,V005,61,13.81,842.46
PLAN,FY26-BUDGET,2026-08,EDGE,7300,V006,61,5.0,305.0
PLAN,FY26-BUDGET,2026-09,PANEL-A,7000,V003,900,216.92,195228.0
PLAN,FY26-BUDGET,2026-09,PANEL-A,7100,V004,900,55.0,49500.0
PLAN,FY26-BUDGET,2026-09,PANEL-A,7200,V005,900,12.98,11682.72
PLAN,FY26-BUDGET,2026-09,PANEL-A,7300,V006,900,6.0,5400.0
PLAN,FY26-BUDGET,2026-09,PANEL-B,7000,V003,370,261.53,96766.1
PLAN,FY26-BUDGET,2026-09,PANEL-B,7100,V004,370,62.0,22940.0
PLAN,FY26-BUDGET,2026-09,PANEL-B,7200,V005,370,14.84,5489.02
PLAN,FY26-BUDGET,2026-09,PANEL-B,7300,V006,370,7.0,2590.0
PLAN,FY26-BUDGET,2026-09,DRIVE,7000,V003,260,306.57,79708.2
PLAN,FY26-BUDGET,2026-09,DRIVE,7100,V004,260,70.0,18200.0
PLAN,FY26-BUDGET,2026-09,DRIVE,7200,V005,260,16.69,4339.3
PLAN,FY26-BUDGET,2026-09,DRIVE,7300,V006,260,8.0,2080.0
PLAN,FY26-BUDGET,2026-09,EDGE,7000,V003,64,178.22,11406.08
PLAN,FY26-BUDGET,2026-09,EDGE,7100,V004,64,48.0,3072.0
PLAN,FY26-BUDGET,2026-09,EDGE,7200,V005,64,11.13,712.09
PLAN,FY26-BUDGET,2026-09,EDGE,7300,V006,64,5.0,320.0
PLAN,FY26-BUDGET,2026-10,PANEL-A,7000,V003,925,221.79,205155.75
PLAN,FY26-BUDGET,2026-10,PANEL-A,7100,V004,925,55.0,50875.0
PLAN,FY26-BUDGET,2026-10,PANEL-A,7200,V005,925,13.12,12138.03
PLAN,FY26-BUDGET,2026-10,PANEL-A,7300,V006,925,6.0,5550.0
PLAN,FY26-BUDGET,2026-10,PANEL-B,7000,V003,385,256.8,98868.0
PLAN,FY26-BUDGET,2026-10,PANEL-B,7100,V004,385,62.0,23870.0
PLAN,FY26-BUDGET,2026-10,PANEL-B,7200,V005,385,15.0,5773.77
PLAN,FY26-BUDGET,2026-10,PANEL-B,7300,V006,385,7.0,2695.0
PLAN,FY26-BUDGET,2026-10,DRIVE,7000,V003,270,300.68,81183.6
PLAN,FY26-BUDGET,2026-10,DRIVE,7100,V004,270,70.0,18900.0
PLAN,FY26-BUDGET,2026-10,DRIVE,7200,V005,270,16.87,4555.28
PLAN,FY26-BUDGET,2026-10,DRIVE,7300,V006,270,8.0,2160.0
PLAN,FY26-BUDGET,2026-10,EDGE,7000,V003,67,182.35,12217.45
PLAN,FY26-BUDGET,2026-10,EDGE,7100,V004,67,48.0,3216.0
PLAN,FY26-BUDGET,2026-10,EDGE,7200,V005,67,11.25,753.59
PLAN,FY26-BUDGET,2026-10,EDGE,7300,V006,67,5.0,335.0
PLAN,FY26-BUDGET,2026-11,PANEL-A,7000,V003,950,220.51,209484.5
PLAN,FY26-BUDGET,2026-11,PANEL-A,7100,V004,950,55.0,52250.0
PLAN,FY26-BUDGET,2026-11,PANEL-A,7200,V005,950,14.39,13668.41
PLAN,FY26-BUDGET,2026-11,PANEL-A,7300,V006,950,6.0,5700.0
PLAN,FY26-BUDGET,2026-11,PANEL-B,7000,V003,400,260.76,104304.0
PLAN,FY26-BUDGET,2026-11,PANEL-B,7100,V004,400,62.0,24800.0
PLAN,FY26-BUDGET,2026-11,PANEL-B,7200,V005,400,16.44,6577.28
PLAN,FY26-BUDGET,2026-11,PANEL-B,7300,V006,400,7.0,2800.0
PLAN,FY26-BUDGET,2026-11,DRIVE,7000,V003,280,297.86,83400.8
PLAN,FY26-BUDGET,2026-11,DRIVE,7100,V004,280,70.0,19600.0
PLAN,FY26-BUDGET,2026-11,DRIVE,7200,V005,280,18.5,5179.61
PLAN,FY26-BUDGET,2026-11,DRIVE,7300,V006,280,8.0,2240.0
PLAN,FY26-BUDGET,2026-11,EDGE,7000,V003,70,183.36,12835.2
PLAN,FY26-BUDGET,2026-11,EDGE,7100,V004,70,48.0,3360.0
PLAN,FY26-BUDGET,2026-11,EDGE,7200,V005,70,12.33,863.27
PLAN,FY26-BUDGET,2026-11,EDGE,7300,V006,70,5.0,350.0
PLAN,FY26-BUDGET,2026-12,PANEL-A,7000,V003,975,219.46,213973.5
PLAN,FY26-BUDGET,2026-12,PANEL-A,7100,V004,975,55.0,53625.0
PLAN,FY26-BUDGET,2026-12,PANEL-A,7200,V005,975,14.92,14548.17
PLAN,FY26-BUDGET,2026-12,PANEL-A,7300,V006,975,6.0,5850.0
PLAN,FY26-BUDGET,2026-12,PANEL-B,7000,V003,415,258.04,107086.6
PLAN,FY26-BUDGET,2026-12,PANEL-B,7100,V004,415,62.0,25730.0
PLAN,FY26-BUDGET,2026-12,PANEL-B,7200,V005,415,17.05,7076.91
PLAN,FY26-BUDGET,2026-12,PANEL-B,7300,V006,415,7.0,2905.0
PLAN,FY26-BUDGET,2026-12,DRIVE,7000,V003,290,297.33,86225.7
PLAN,FY26-BUDGET,2026-12,DRIVE,7100,V004,290,70.0,20300.0
PLAN,FY26-BUDGET,2026-12,DRIVE,7200,V005,290,19.18,5563.48
PLAN,FY26-BUDGET,2026-12,DRIVE,7300,V006,290,8.0,2320.0
PLAN,FY26-BUDGET,2026-12,EDGE,7000,V003,73,178.53,13032.69
PLAN,FY26-BUDGET,2026-12,EDGE,7100,V004,73,48.0,3504.0
PLAN,FY26-BUDGET,2026-12,EDGE,7200,V005,73,12.79,933.64
PLAN,FY26-BUDGET,2026-12,EDGE,7300,V006,73,5.0,365.0
