kind,version,month,product_key,account_key,vendor_key,units,unit_cost,amount
FCST,FCST-2026-06,2026-10,PANEL-A,7300,V006,953,6.0,5718.0
FCST,FCST-2026-06,2026-10,PANEL-B,7000,V003,380,255.1,96937.39
FCST,FCST-2026-06,2026-10,PANEL-B,7100,V004,380,62.0,23560.0
FCST,FCST-2026-06,2026-10,PANEL-B,7200,V005,380,15.13,5747.56
FCST,FCST-2026-06,2026-10,PANEL-B,7300,V006,380,7.0,2660.0
FCST,FCST-2026-06,2026-10,DRIVE,7000,V003,271,295.79,80158.09
FCST,FCST-2026-06,2026-10,DRIVE,7100,V004,271,70.0,18970.0
FCST,FCST-2026-06,2026-10,DRIVE,7200,V005,271,16.88,4575.45
FCST,FCST-2026-06,2026-10,DRIVE,7300,V006,271,8.0,2168.0
FCST,FCST-2026-06,2026-10,EDGE,7000,V003,69,183.51,12662.5
FCST,FCST-2026-06,2026-10,EDGE,7100,V004,69,48.0,3312.0
FCST,FCST-2026-06,2026-10,EDGE,7200,V005,69,10.97,756.74
FCST,FCST-2026-06,2026-10,EDGE,7300,V006,69,5.0,345.0
FCST,FCST-2026-06,2026-11,PANEL-A,7000,V003,968,219.07,212062.31
FCST,FCST-2026-06,2026-11,PANEL-A,7100,V004,968,55.0,53240.0
FCST,FCST-2026-06,2026-11,PANEL-A,7200,V005,968,14.4,13937.29
FCST,FCST-2026-06,2026-11,PANEL-A,7300,V006,968,6.0,5808.0
FCST,FCST-2026-06,2026-11,PANEL-B,7000,V003,401,263.38,105616.99
FCST,FCST-2026-06,2026-11,PANEL-B,7100,V004,401,62.0,24862.0
FCST,FCST-2026-06,2026-11,PANEL-B,7200,V005,401,16.3,6536.67
FCST,FCST-2026-06,2026-11,PANEL-B,7300,V006,401,7.0,2807.0
FCST,FCST-2026-06,2026-11,DRIVE,7000,V003,290,299.44,86837.04
FCST,FCST-2026-06,2026-11,DRIVE,7100,V004,290,70.0,20300.0
FCST,FCST-2026-06,2026-11,DRIVE,7200,V005,290,18.9,5480.6
FCST,FCST-2026-06,2026-11,DRIVE,7300,V006,290,8.0,2320.0
FCST,FCST-2026-06,2026-11,EDGE,7000,V003,68,184.42,12540.43
FCST,FCST-2026-06,2026-11,EDGE,7100,V004,68,48.0,3264.0
FCST,FCST-2026-06,2026-11,EDGE,7200,V005,68,12.29,836.05
FCST,FCST-2026-06,2026-11,EDGE,7300,V006,68,5.0,340.0
FCST,FCST-2026-06,2026-12,PANEL-A,7000,V003,1002,219.65,220089.33
FCST,FCST-2026-06,2026-12,PANEL-A,7100,V004,1002,55.0,55110.0
FCST,FCST-2026-06,2026-12,PANEL-A,7200,V005,1002,14.89,14916.13
FCST,FCST-2026-06,2026-12,PANEL-A,7300,V006,1002,6.0,6012.0
FCST,FCST-2026-06,2026-12,PANEL-B,7000,V003,433,258.91,112108.53
FCST,FCST-2026-06,2026-12,PANEL-B,7100,V004,433,62.0,26846.0
FCST,FCST-2026-06,2026-12,PANEL-B,7200,V005,433,16.95,7338.24
FCST,FCST-2026-06,2026-12,PANEL-B,7300,V006,433,7.0,3031.0
FCST,FCST-2026-06,2026-12,DRIVE,7000,V003,293,298.5,87461.33
FCST,FCST-2026-06,2026-12,DRIVE,7100,V004,293,70.0,20510.0
FCST,FCST-2026-06,2026-12,DRIVE,7200,V005,293,19.06,5585.53
FCST,FCST-2026-06,2026-12,DRIVE,7300,V006,293,8.0,2344.0
FCST,FCST-2026-06,2026-12,EDGE,7000,V003,75,180.09,13506.39
FCST,FCST-2026-06,2026-12,EDGE,7100,V004,75,48.0,3600.0
FCST,FCST-2026-06,2026-12,EDGE,7200,V005,75,12.73,954.53
FCST,FCST-2026-06,2026-12,EDGE,7300,V006,75,5.0,375.0
FCST,FCST-2026-09,2026-01,PANEL-A,7000,V003,717,218.8,156878.06
FCST,FCST-2026-09,2026-01,PANEL-A,7100,V004,717,55.0,39435.0
FCST,FCST-2026-09,2026-01,PANEL-A,7200,V005,717,13.64,9776.48
FCST,FCST-2026-09,2026-01,PANEL-A,7300,V006,717,6.0,4302.0
FCST,FCST-2026-09,2026-01,PANEL-B,7000,V003,241,259.44,62524.5
FCST,FCST-2026-09,2026-01,PANEL-B,7100,V004,241,62.0,14942.0
FCST,FCST-2026-09,2026-01,PANEL-B,7200,V005,241,16.22,3909.09
FCST,FCST-2026-09,2026-01,PANEL-B,7300,V006,241,7.0,1687.0
FCST,FCST-2026-09,2026-01,DRIVE,7000,V003,181,301.78,54622.62
FCST,FCST-2026-09,2026-01,DRIVE,7100,V004,181,70.0,12670.0
FCST,FCST-2026-09,2026-01,DRIVE,7200,V005,181,17.21,3114.98
FCST,FCST-2026-09,2026-01,DRIVE,7300,V006,181,8.0,1448.0
FCST,FCST-2026-09,2026-01,EDGE,7000,V003,40,180.14,7205.46
FCST,FCST-2026-09,2026-01,EDGE,7100,V004,40,48.0,1920.0
FCST,FCST-2026-09,2026-01,EDGE,7200,V005,40,12.07,482.82
FCST,FCST-2026-09,2026-01,EDGE,7300,V006,40,5.0,200.0
FCST,FCST-2026-09,2026-02,PANEL-A,7000,V003,730,219.38,160147.01
FCST,FCST-2026-09,2026-02,PANEL-A,7100,V004,730,55.0,40150.0
FCST,FCST-2026-09,2026-02,PANEL-A,7200,V005,730,13.3,9712.08
FCST,FCST-2026-09,2026-02,PANEL-A,7300,V006,730,6.0,4380.0
FCST,FCST-2026-09,2026-02,PANEL-B,7000,V003,266,255.15,67870.57
FCST,FCST-2026-09,2026-02,PANEL-B,7100,V004,266,62.0,16492.0
FCST,FCST-2026-09,2026-02,PANEL-B,7200,V005,266,14.52,3861.4
FCST,FCST-2026-09,2026-02,PANEL-B,7300,V006,266,7.0,1862.0
FCST,FCST-2026-09,2026-02,DRIVE,7000,V003,193,304.62,58791.24
FCST,FCST-2026-09,2026-02,DRIVE,7100,V004,193,70.0,13510.0
FCST,FCST-2026-09,2026-02,DRIVE,7200,V005,193,16.42,3169.73
FCST,FCST-2026-09,2026-02,DRIVE,7300,V006,193,8.0,1544.0
FCST,FCST-2026-09,2026-02,EDGE,7000,V003,43,181.45,7802.49
FCST,FCST-2026-09,2026-02,EDGE,7100,V004,43,48.0,2064.0
FCST,FCST-2026-09,2026-02,EDGE,7200,V005,43,10.94,470.58
FCST,FCST-2026-09,2026-02,EDGE,7300,V006,43,5.0,215.0
FCST,FCST-2026-09,2026-03,PANEL-A,7000,V003,746,216.7,161660.37
FCST,FCST-2026-09,2026-03,PANEL-A,7100,V004,746,55.0,41030.0
FCST,FCST-2026-09,2026-03,PANEL-A,7200,V005,746,16.17,12059.67
FCST,FCST-2026-09,2026-03,PANEL-A,7300,V006,746,6.0,4476.0
FCST,FCST-2026-09,2026-03,PANEL-B,7000,V003,284,264.42,75095.16
FCST,FCST-2026-09,2026-03,PANEL-B,7100,V004,284,62.0,17608.0
FCST,FCST-2026-09,2026-03,PANEL-B,7200,V005,284,18.74,5323.51
FCST,FCST-2026-09,2026-03,PANEL-B,7300,V006,284,7.0,1988.0
FCST,FCST-2026-09,2026-03,DRIVE,7000,V003,202,294.05,59397.48
FCST,FCST-2026-09,2026-03,DRIVE,7100,V004,202,70.0,14140.0
FCST,FCST-2026-09,2026-03,DRIVE,7200,V005,202,20.28,4096.91
FCST,FCST-2026-09,2026-03,DRIVE,7300,V006,202,8.0,1616.0
FCST,FCST-2026-09,2026-03,EDGE,7000,V003,44,181.56,7988.66
FCST,FCST-2026-09,2026-03,EDGE,7100,V004,44,48.0,2112.0
FCST,FCST-2026-09,2026-03,EDGE,7200,V005,44,13.77,605.74
FCST,FCST-2026-09,2026-03,EDGE,7300,V006,44,5.0,220.0
FCST,FCST-2026-09,2026-04,PANEL-A,7000,V003,779,226.16,176178.05
FCST,FCST-2026-09,2026-04,PANEL-A,7100,V004,779,55.0,42845.0
FCST,FCST-2026-09,2026-04,PANEL-A,7200,V005,779,13.51,10523.93
FCST,FCST-2026-09,2026-04,PANEL-A,7300,V006,779,6.0,4674.0
FCST,FCST-2026-09,2026-04,PANEL-B,7000,V003,296,256.65,75967.98
FCST,FCST-2026-09,2026-04,PANEL-B,7100,V004,296,62.0,18352.0
FCST,FCST-2026-09,2026-04,PANEL-B,7200,V005,296,15.46,4576.56
FCST,FCST-2026-09,2026-04,PANEL-B,7300,V006,296,7.0,2072.0
FCST,FCST-2026-09,2026-04,DRIVE,7000,V003,207,306.63,63473.31
FCST,FCST-2026-09,2026-04,DRIVE,7100,V004,207,70.0,14490.0
FCST,FCST-2026-09,2026-04,DRIVE,7200,V005,207,17.69,3660.93
FCST,FCST-2026-09,2026-04,DRIVE,7300,V006,207,8.0,1656.0
FCST,FCST-2026-09,2026-04,EDGE,7000,V003,51,177.54,9054.31
FCST,FCST-2026-09,2026-04,EDGE,7100,V004,51,48.0,2448.0
FCST,FCST-2026-09,2026-04,EDGE,7200,V005,51,11.54,588.31
FCST,FCST-2026-09,2026-04,EDGE,7300,V006,51,5.0,255.0
FCST,FCST-2026-09,2026-05,PANEL-A,7000,V003,801,213.69,171166.56
FCST,FCST-2026-09,2026-05,PANEL-A,7100,V004,801,55.0,44055.0
FCST,FCST-2026-09,2026-05,PANEL-A,7200,V005,801,14.11,11300.36
FCST,FCST-2026-09,2026-05,PANEL-A,7300,V006,801,6.0,4806.0
FCST,FCST-2026-09,2026-05,PANEL-B,7000,V003,309,259.46,80172.27
FCST,FCST-2026-09,2026-05,PANEL-B,7100,V004,309,62.0,19158.0
FCST,FCST-2026-09,2026-05,PANEL-B,7200,V005,309,15.37,4749.44
FCST,FCST-2026-09,2026-05,PANEL-B,7300,V006,309,7.0,2163.0
FCST,FCST-2026-09,2026-05,DRIVE,7000,V003,224,300.15,67233.07
FCST,FCST-2026-09,2026-05,DRIVE,7100,V004,224,70.0,15680.0
FCST,FCST-2026-09,2026-05,DRIVE,7200,V005,224,17.39,3894.76
FCST,FCST-2026-09,2026-05,DRIVE,7300,V006,224,8.0,1792.0
FCST,FCST-2026-09,2026-05,EDGE,7000,V003,52,179.4,9328.96
FCST,FCST-2026-09,2026-05,EDGE,7100,V004,52,48.0,2496.0
FCST,FCST-2026-09,2026-05,EDGE,7200,V005,52,11.55,600.84
FCST,FCST-2026-09,2026-05,EDGE,7300,V006,52,5.0,260.0
FCST,FCST-2026-09,2026-06,PANEL-A,7000,V003,821,214.26,175908.66
FCST,FCST-2026-09,2026-06,PANEL-A,7100,V004,821,55.0,45155.0
FCST,FCST-2026-09,2026-06,PANEL-A,7200,V005,821,14.09,11565.03
FCST,FCST-2026-09,2026-06,PANEL-A,7300,V006,821,6.0,4926.0
FCST,FCST-2026-09,2026-06,PANEL-B,7000,V003,323,259.54,83831.97
FCST,FCST-2026-09,2026-06,PANEL-B,7100,V004,323,62.0,20026.0
FCST,FCST-2026-09,2026-06,PANEL-B,7200,V005,323,16.38,5292.12
FCST,FCST-2026-09,2026-06,PANEL-B,7300,V006,323,7.0,2261.0
FCST,FCST-2026-09,2026-06,DRIVE,7000,V003,229,307.04,70312.87
FCST,FCST-2026-09,2026-06,DRIVE,7100,V004,229,70.0,16030.0
FCST,FCST-2026-09,2026-06,DRIVE,7200,V005,229,18.14,4154.54
FCST,FCST-2026-09,2026-06,DRIVE,7300,V006,229,8.0,1832.0
FCST,FCST-2026-09,2026-06,EDGE,7000,V003,55,181.0,9954.88
FCST,FCST-2026-09,2026-06,EDGE,7100,V004,55,48.0,2640.0
FCST,FCST-2026-09,2026-06,EDGE,7200,V005,55,12.06,663.18
FCST,FCST-2026-09,2026-06,EDGE,7300,V006,55,5.0,275.0
FCST,FCST-2026-09,2026-07,PANEL-A,7000,V003,840,219.21,184134.87
FCST,FCST-2026-09,2026-07,PANEL-A,7100,V004,840,55.0,46200.0
FCST,FCST-2026-09,2026-07,PANEL-A,7200,V005,840,14.96,12568.11
FCST,FCST-2026-09,2026-07,PANEL-A,7300,V006,840,6.0,5040.0
FCST,FCST-2026-09,2026-07,PANEL-B,7000,V003,335,258.32,86537.09
FCST,FCST-2026-09,2026-07,PANEL-B,7100,V004,335,62.0,20770.0
FCST,FCST-2026-09,2026-07,PANEL-B,7200,V005,335,17.63,5905.69
FCST,FCST-2026-09,2026-07,PANEL-B,7300,V006,335,7.0,2345.0
FCST,FCST-2026-09,2026-07,DRIVE,7000,V003,227,299.29,67939.64
FCST,FCST-2026-09,2026-07,DRIVE,7100,V004,227,70.0,15890.0
FCST,FCST-2026-09,2026-07,DRIVE,7200,V005,227,18.79,4265.74
FCST,FCST-2026-09,2026-07,DRIVE,7300,V006,227,8.0,1816.0
FCST,FCST-2026-09,2026-07,EDGE,7000,V003,58,177.99,10323.36
FCST,FCST-2026-09,2026-07,EDGE,7100,V004,58,48.0,2784.0
FCST,FCST-2026-09,2026-07,EDGE,7200,V005,58,12.78,741.19
FCST,FCST-2026-09,2026-07,EDGE,7300,V006,58,5.0,290.0
FCST,FCST-2026-09,2026-08,PANEL-A,7000,V003,856,222.63,190574.55
FCST,FCST-2026-09,2026-08,PANEL-A,7100,V004,856,55.0,47080.0
FCST,FCST-2026-09,2026-08,PANEL-A,7200,V005,856,16.42,14055.45
FCST,FCST-2026-09,2026-08,PANEL-A,7300,V006,856,6.0,5136.0
FCST,FCST-2026-09,2026-08,PANEL-B,7000,V003,360,258.45,93041.01
FCST,FCST-2026-09,2026-08,PANEL-B,7100,V004,360,62.0,22320.0
FCST,FCST-2026-09,2026-08,PANEL-B,7200,V005,360,18.55,6677.85
FCST,FCST-2026-09,2026-08,PANEL-B,7300,V006,360,7.0,2520.0
FCST,FCST-2026-09,2026-08,DRIVE,7000,V003,244,293.53,71622.02
FCST,FCST-2026-09,2026-08,DRIVE,7100,V004,244,70.0,17080.0
FCST,FCST-2026-09,2026-08,DRIVE,7200,V005,244,20.6,5026.33
FCST,FCST-2026-09,2026-08,DRIVE,7300,V006,244,8.0,1952.0
FCST,FCST-2026-09,2026-08,EDGE,7000,V003,62,179.3,11116.63
FCST,FCST-2026-09,2026-08,EDGE,7100,V004,62,48.0,2976.0
FCST,FCST-2026-09,2026-08,EDGE,7200,V005,62,14.05,871.16
FCST,FCST-2026-09,2026-08,EDGE,7300,V006,62,5.0,310.0
FCST,FCST-2026-09,2026-09,PANEL-A,7000,V003,881,218.21,192239.98
FCST,FCST-2026-09,2026-09,PANEL-A,7100,V004,881,55.0,48455.0
FCST,FCST-2026-09,2026-09,PANEL-A,7200,V005,881,12.92,11382.98
FCST,FCST-2026-09,2026-09,PANEL-A,7300,V006,881,6.0,5286.0
FCST,FCST-2026-09,2026-09,PANEL-B,7000,V003,372,263.95,98188.14
FCST,FCST-2026-09,2026-09,PANEL-B,7100,V004,372,62.0,23064.0
FCST,FCST-2026-09,2026-09,PANEL-B,7200,V005,372,14.79,5503.39
FCST,FCST-2026-09,2026-09,PANEL-B,7300,V006,372,7.0,2604.0
FCST,FCST-2026-09,2026-09,DRIVE,7000,V003,257,304.41,78233.55
FCST,FCST-2026-09,2026-09,DRIVE,7100,V004,257,70.0,17990.0
FCST,FCST-2026-09,2026-09,DRIVE,7200,V005,257,16.34,4198.61
FCST,FCST-2026-09,2026-09,DRIVE,7300,V006,257,8.0,2056.0
FCST,FCST-2026-09,2026-09,EDGE,7000,V003,62,175.94,10908.16
FCST,FCST-2026-09,2026-09,EDGE,7100,V004,62,48.0,2976.0
FCST,FCST-2026-09,2026-09,EDGE,7200,V005,62,11.42,707.99
FCST,FCST-2026-09,2026-09,EDGE,7300,V006,62,5.0,310.0
FCST,FCST-2026-09,2026-10,PANEL-A,7000,V003,905,222.26,201143.5
FCST,FCST-2026-09,2026-10,PANEL-A,7100,V004,905,55.0,49775.0
