kind,version,month,product_key,account_key,vendor_key,units,unit_cost,amount
ACTUAL,FY26-ACTUALS,2026-09,EDGE,7000,V003,64,175.3,11219.43
ACTUAL,FY26-ACTUALS,2026-09,EDGE,7100,V004,64,48.0,3072.0
ACTUAL,FY26-ACTUALS,2026-09,EDGE,7200,V005,64,11.82,756.79
ACTUAL,FY26-ACTUALS,2026-09,EDGE,7300,V006,64,5.0,320.0
ACTUAL,FY26-ACTUALS,2026-10,PANEL-A,7000,V003,878,226.93,199242.04
ACTUAL,FY26-ACTUALS,2026-10,PANEL-A,7100,V004,878,55.0,48290.0
ACTUAL,FY26-ACTUALS,2026-10,PANEL-A,7200,V005,878,13.43,11794.92
ACTUAL,FY26-ACTUALS,2026-10,PANEL-A,7300,V006,878,6.0,5268.0
ACTUAL,FY26-ACTUALS,2026-10,PANEL-B,7000,V003,397,256.74,101924.63
ACTUAL,FY26-ACTUALS,2026-10,PANEL-B,7100,V004,397,62.0,24614.0
ACTUAL,FY26-ACTUALS,2026-10,PANEL-B,7200,V005,397,14.59,5793.47
ACTUAL,FY26-ACTUALS,2026-10,PANEL-B,7300,V006,397,7.0,2779.0
ACTUAL,FY26-ACTUALS,2026-10,DRIVE,7000,V003,271,306.54,83073.42
ACTUAL,FY26-ACTUALS,2026-10,DRIVE,7100,V004,271,70.0,18970.0
ACTUAL,FY26-ACTUALS,2026-10,DRIVE,7200,V005,271,16.8,4551.98
ACTUAL,FY26-ACTUALS,2026-10,DRIVE,7300,V006,271,8.0,2168.0
ACTUAL,FY26-ACTUALS,2026-10,EDGE,7000,V003,64,183.86,11766.78
ACTUAL,FY26-ACTUALS,2026-10,EDGE,7100,V004,64,48.0,3072.0
ACTUAL,FY26-ACTUALS,2026-10,EDGE,7200,V005,64,11.06,707.67
ACTUAL,FY26-ACTUALS,2026-10,EDGE,7300,V006,64,5.0,320.0
ACTUAL,FY26-ACTUALS,2026-11,PANEL-A,7000,V003,911,221.59,201868.81
ACTUAL,FY26-ACTUALS,2026-11,PANEL-A,7100,V004,911,57.2,52109.2
ACTUAL,FY26-ACTUALS,2026-11,PANEL-A,7200,V005,911,14.17,12907.95
ACTUAL,FY26-ACTUALS,2026-11,PANEL-A,7300,V006,911,6.6,6012.6
ACTUAL,FY26-ACTUALS,2026-11,PANEL-B,7000,V003,391,253.21,99004.31
ACTUAL,FY26-ACTUALS,2026-11,PANEL-B,7100,V004,391,64.48,25211.68
ACTUAL,FY26-ACTUALS,2026-11,PANEL-B,7200,V005,391,15.75,6157.82
ACTUAL,FY26-ACTUALS,2026-11,PANEL-B,7300,V006,391,7.7,3010.7
ACTUAL,FY26-ACTUALS,2026-11,DRIVE,7000,V003,270,299.71,80922.28
ACTUAL,FY26-ACTUALS,2026-11,DRIVE,7100,V004,270,72.8,19656.0
ACTUAL,FY26-ACTUALS,2026-11,DRIVE,7200,V005,270,19.32,5215.69
ACTUAL,FY26-ACTUALS,2026-11,DRIVE,7300,V006,270,8.8,2376.0
ACTUAL,FY26-ACTUALS,2026-11,EDGE,7000,V003,73,183.29,13380.19
ACTUAL,FY26-ACTUALS,2026-11,EDGE,7100,V004,73,49.92,3644.16
ACTUAL,FY26-ACTUALS,2026-11,EDGE,7200,V005,73,11.96,873.19
ACTUAL,FY26-ACTUALS,2026-11,EDGE,7300,V006,73,5.5,401.5
ACTUAL,FY26-ACTUALS,2026-12,PANEL-A,7000,V003,974,220.88,215133.69
ACTUAL,FY26-ACTUALS,2026-12,PANEL-A,7100,V004,974,55.0,53570.0
ACTUAL,FY26-ACTUALS,2026-12,PANEL-A,7200,V005,974,14.55,14172.58
ACTUAL,FY26-ACTUALS,2026-12,PANEL-A,7300,V006,974,6.0,5844.0
ACTUAL,FY26-ACTUALS,2026-12,PANEL-B,7000,V003,426,257.48,109685.93
ACTUAL,FY26-ACTUALS,2026-12,PANEL-B,7100,V004,426,62.0,26412.0
ACTUAL,FY26-ACTUALS,2026-12,PANEL-B,7200,V005,426,17.26,7352.04
ACTUAL,FY26-ACTUALS,2026-12,PANEL-B,7300,V006,426,7.0,2982.0
ACTUAL,FY26-ACTUALS,2026-12,DRIVE,7000,V003,300,298.66,89598.78
ACTUAL,FY26-ACTUALS,2026-12,DRIVE,7100,V004,300,70.0,21000.0
ACTUAL,FY26-ACTUALS,2026-12,DRIVE,7200,V005,300,19.19,5757.49
ACTUAL,FY26-ACTUALS,2026-12,DRIVE,7300,V006,300,8.0,2400.0
ACTUAL,FY26-ACTUALS,2026-12,EDGE,7000,V003,73,178.62,13039.08
ACTUAL,FY26-ACTUALS,2026-12,EDGE,7100,V004,73,48.0,3504.0
ACTUAL,FY26-ACTUALS,2026-12,EDGE,7200,V005,73,12.98,947.59
ACTUAL,FY26-ACTUALS,2026-12,EDGE,7300,V006,73,5.0,365.0
